Vehicle Group,full item name,System Category,Item Name,item group,Unit,Price VAT tax Excl (source),VAT tax,price VAT tax Incl (source)
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Water pump gasket,Engine Cooling System,Water pump gasket,Auto Parts,Pc,"38,939.00","7,009.00","45,948.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clamps,Engine Cooling System,Clamps,Auto Parts,Pc,"20,178.00","3,632.00","23,810.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Water tank,Engine Cooling System,Water tank,Auto Parts,Pc,"326,647.00","58,796.00","385,443.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil filter,Engine Oil System,Oil filter,Auto Parts,Pc,"147,988.00","26,638.00","174,626.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil filler cap,Engine Oil System,Oil filler cap,Auto Parts,Pc,"65,006.00","11,701.00","76,707.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil switch,Engine Oil System,Oil switch,Auto Parts,Pc,"137,558.00","24,760.00","162,318.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil pump,Engine Oil System,Oil pump,Auto Parts,Pc,"3,552,383.00","639,429.00","4,191,812.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil cooler,Engine Oil System,Oil cooler,Auto Parts,Pc,"3,954,080.00","711,734.00","4,665,814.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil sump gasket,Engine Oil System,Oil sump gasket,Auto Parts,Pc,"669,165.00","120,450.00","789,615.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil cooler pipe,Engine Oil System,Oil cooler pipe,Auto Parts,Pc,"76,922.00","13,846.00","90,768.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil strainer,Engine Oil System,Oil strainer,Auto Parts,Pc,"219,601.00","39,528.00","259,129.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil dipstick,Engine Oil System,Oil dipstick,Auto Parts,Pc,"94,829.00","17,069.00","111,898.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil filler caps,Engine Oil System,Oil filler caps,Auto Parts,Pc,"65,006.00","11,701.00","76,707.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil sump,Engine Oil System,Oil sump,Auto Parts,Pc,"1,275,987.00","229,678.00","1,505,664.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil switch,Engine Oil System,Oil switch,Auto Parts,Pc,"137,558.00","24,760.00","162,318.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil filter bracket,Engine Oil System,Oil filter bracket,Auto Parts,Pc,"3,954,080.00","711,734.00","4,665,814.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil cooler,Engine Oil System,Oil cooler,Auto Parts,Pc,"3,954,080.00","711,734.00","4,665,814.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Oil sump gasket,Engine Oil System,Oil sump gasket,Auto Parts,Pc,"669,165.00","120,450.00","789,615.00"
Nissan Patrol Y61 – ZD30 engine,"Nissan Patrol Y61 – ZD30 engine Exhaust pipe complete( Silencers,",Exhaust System,"Exhaust pipe complete( Silencers,",Auto Parts,Pc,"10,141,587.00","1,825,486.00","11,967,073.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Catalytic converter,Exhaust System,Catalytic converter,Auto Parts,Pc,"22,937,696.00","4,128,785.00","27,066,481.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Compressor repair kit,Exhaust System,Compressor repair kit,Auto Parts,Pc,"13,029,126.00","2,345,243.00","15,374,369.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust bolts,Exhaust System,Exhaust bolts,Auto Parts,Pc,"47,048.00","8,469.00","55,516.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust clamp,Exhaust System,Exhaust clamp,Auto Parts,Pc,"349,682.00","62,943.00","412,624.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust gasket,Exhaust System,Exhaust gasket,Auto Parts,Pc,"23,524.00","4,234.00","27,758.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust manifold gasket,Exhaust System,Exhaust manifold gasket,Auto Parts,Pc,"502,740.00","90,493.00","593,233.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust mounting,Exhaust System,Exhaust mounting,Auto Parts,Pc,"100,924.00","18,166.00","119,090.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust pipe,Exhaust System,Exhaust pipe,Auto Parts,Pc,"2,679,169.00","482,250.00","3,161,419.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust silencer,Exhaust System,Exhaust silencer,Auto Parts,Pc,"2,679,169.00","482,250.00","3,161,419.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Parkin gasket,Exhaust System,Parkin gasket,Auto Parts,Pc,"23,524.00","4,234.00","27,758.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Exhaust flexible pipe,Exhaust System,Exhaust flexible pipe,Auto Parts,Pc,"4,783,251.00","860,985.00","5,644,236.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Heat shield,Exhaust System,Heat shield,Auto Parts,Pc,"788,201.00","141,876.00","930,077.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel injector nozzles,Fuel Supply System,Fuel injector nozzles,Auto Parts,Pc,"8,389,493.00","1,510,109.00","9,899,602.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel injectors,Fuel Supply System,Fuel injectors,Auto Parts,Pc,"8,389,493.00","1,510,109.00","9,899,602.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel lift pump,Fuel Supply System,Fuel lift pump,Auto Parts,Pc,"1,089,555.00","196,120.00","1,285,674.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel nozzle washers,Fuel Supply System,Fuel nozzle washers,Auto Parts,Pc,"15,893.00","2,861.00","18,754.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel pressure regulator,Fuel Supply System,Fuel pressure regulator,Auto Parts,Pc,"683,931.00","123,108.00","807,039.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel pump gasket,Fuel Supply System,Fuel pump gasket,Auto Parts,Pc,"89,964.00","16,194.00","106,158.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel tank,Fuel Supply System,Fuel tank,Auto Parts,Pc,"4,436,096.00","798,497.00","5,234,593.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel tank cover,Fuel Supply System,Fuel tank cover,Auto Parts,Pc,"255,262.00","45,947.00","301,209.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel water separator,Fuel Supply System,Fuel water separator,Auto Parts,Pc,"1,150,891.00","207,160.00","1,358,051.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Injector pump,Fuel Supply System,Injector pump,Auto Parts,Pc,"21,871,034.00","3,936,786.00","25,807,820.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Intake manifold,Fuel Supply System,Intake manifold,Auto Parts,Pc,"4,857,937.00","874,429.00","5,732,365.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel horse pipe clamps,Fuel Supply System,Fuel horse pipe clamps,Auto Parts,Pc,"23,370.00","4,207.00","27,577.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Nozzle,Fuel Supply System,Nozzle,Auto Parts,Pc,"8,389,493.00","1,510,109.00","9,899,602.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel horse pipe,Fuel Supply System,Fuel horse pipe,Auto Parts,Pc,"127,162.00","22,889.00","150,051.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Fuel breather pipe,Fuel Supply System,Fuel breather pipe,Auto Parts,Pc,"95,358.00","17,165.00","112,523.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Tank belt clamp,Fuel Supply System,Tank belt clamp,Auto Parts,Pc,"1,579,099.00","284,238.00","1,863,336.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Intake manifold gasket,Fuel Supply System,Intake manifold gasket,Auto Parts,Pc,"502,586.00","90,466.00","593,052.00"
Nissan Patrol Y61 – ZD30 engine,"Nissan Patrol Y61 – ZD30 engine End ASSY,tierod LH",Suspension & Steering System,"End ASSY,tierod LH",Auto Parts,Pc,"505,642.00","91,016.00","596,658.00"
Nissan Patrol Y61 – ZD30 engine,"Nissan Patrol Y61 – ZD30 engine End ASSY,tierod RH",Suspension & Steering System,"End ASSY,tierod RH",Auto Parts,Pc,"474,987.00","85,498.00","560,485.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Front shock dampers,Suspension & Steering System,Front shock dampers,Auto Parts,Pc,"179,830.00","32,369.00","212,200.00"
Nissan Patrol Y61 – ZD30 engine,"Nissan Patrol Y61 – ZD30 engine Bushing, rear shock absorbers",Suspension & Steering System,"Bushing, rear shock absorbers",Auto Parts,Pc,"17,254.00","3,106.00","20,360.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Shock absorbers - front,Suspension & Steering System,Shock absorbers - front,Auto Parts,Pc,"700,678.00","126,122.00","826,800.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Shock Absorbers - Rear,Suspension & Steering System,Shock Absorbers - Rear,Auto Parts,Pc,"758,134.00","136,464.00","894,598.00"
Nissan Patrol Y61 – ZD30 engine,"Nissan Patrol Y61 – ZD30 engine Stabilizer Bar ""U"" bushes",Suspension & Steering System,"Stabilizer Bar ""U"" bushes",Auto Parts,Pc,"36,556.00","6,580.00","43,136.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Stabilizer bar Link RHS,Suspension & Steering System,Stabilizer bar Link RHS,Auto Parts,Pc,"140,896.00","25,361.00","166,258.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Stabilizer bar link LHS,Suspension & Steering System,Stabilizer bar link LHS,Auto Parts,Pc,"140,896.00","25,361.00","166,258.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine king pin - set,Suspension & Steering System,king pin - set,Auto Parts,Pc,"2,568,742.00","462,374.00","3,031,115.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Drag link arm,Suspension & Steering System,Drag link arm,Auto Parts,Pc,"1,634,838.00","294,271.00","1,929,109.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Pinion,Suspension & Steering System,Pinion,Auto Parts,Pc,"7,319,433.00","1,317,498.00","8,636,932.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Pitman arm,Suspension & Steering System,Pitman arm,Auto Parts,Pc,"611,702.00","110,106.00","721,808.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Power steering assembly,Suspension & Steering System,Power steering assembly,Auto Parts,Pc,"3,847,784.00","692,601.00","4,540,385.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Spindle,Suspension & Steering System,Spindle,Auto Parts,Pc,"2,568,742.00","462,374.00","3,031,115.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Bumping stopper,Suspension & Steering System,Bumping stopper,Auto Parts,Pc,"179,830.00","32,369.00","212,200.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering arm,Suspension & Steering System,Steering arm,Auto Parts,Pc,"611,702.00","110,106.00","721,808.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering box,Suspension & Steering System,Steering box,Auto Parts,Pc,"7,319,433.00","1,317,498.00","8,636,932.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering column assembly,Suspension & Steering System,Steering column assembly,Auto Parts,Pc,"3,291,941.00","592,549.00","3,884,490.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering damper,Suspension & Steering System,Steering damper,Auto Parts,Pc,"523,286.00","94,192.00","617,478.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering shaft,Suspension & Steering System,Steering shaft,Auto Parts,Pc,"1,311,733.00","236,112.00","1,547,845.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering wheel,Suspension & Steering System,Steering wheel,Auto Parts,Pc,"3,094,284.00","556,971.00","3,651,255.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Steering Pump belt,Suspension & Steering System,Steering Pump belt,Auto Parts,Pc,"390,535.00","70,296.00","460,831.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Stub axle,Suspension & Steering System,Stub axle,Auto Parts,Pc,"2,117,678.00","381,182.00","2,498,860.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Track rod,Suspension & Steering System,Track rod,Auto Parts,Pc,"856,475.00","154,165.00","1,010,640.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Universal joint,Suspension & Steering System,Universal joint,Auto Parts,Pc,"701,812.00","126,326.00","828,138.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Body Shims,Suspension & Steering System,Body Shims,Auto Parts,Pc,"233,872.00","42,097.00","275,969.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clutch plate,Transmission System,Clutch plate,Auto Parts,Pc,"1,203,897.00","216,701.00","1,420,598.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clutch pressure plate,Transmission System,Clutch pressure plate,Auto Parts,Pc,"1,381,570.00","248,683.00","1,630,253.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Release bearing,Transmission System,Release bearing,Auto Parts,Pc,"195,958.00","35,272.00","231,230.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Dust seals,Transmission System,Dust seals,Auto Parts,Pc,"117,295.00","21,113.00","138,408.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clutch Pedal,Transmission System,Clutch Pedal,Auto Parts,Pc,"813,636.00","146,455.00","960,091.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clutch cylinder assembly,Transmission System,Clutch cylinder assembly,Auto Parts,Pc,"755,442.00","135,979.00","891,421.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Clutch pedal,Transmission System,Clutch pedal,Auto Parts,Pc,"813,636.00","146,455.00","960,091.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Pilot bearing,Transmission System,Pilot bearing,Auto Parts,Pc,"31,291.00","5,632.00","36,923.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Differential bolts,Transmission System,Differential bolts,Auto Parts,Pc,"12,872.00","2,317.00","15,188.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Differential case/housing,Transmission System,Differential case/housing,Auto Parts,Pc,"12,244,169.00","2,203,950.00","14,448,119.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Differential seal,Transmission System,Differential seal,Auto Parts,Pc,"106,540.00","19,177.00","125,717.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Differential unit complete,Transmission System,Differential unit complete,Auto Parts,Pc,"19,265,168.00","3,467,730.00","22,732,898.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Flywheel,Transmission System,Flywheel,Auto Parts,Pc,"3,191,093.00","574,397.00","3,765,490.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Gearbox oil seal,Transmission System,Gearbox oil seal,Auto Parts,Pc,"176,411.00","31,754.00","208,165.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Gear ring,Transmission System,Gear ring,Auto Parts,Pc,"6,757,935.00","1,216,428.00","7,974,364.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Gear box Assembly /Complete,Transmission System,Gear box Assembly /Complete,Auto Parts,Pc,"28,576,834.00","5,143,830.00","33,720,664.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Gearbox mounting,Transmission System,Gearbox mounting,Auto Parts,Pc,"420,509.00","75,692.00","496,201.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Master cylinder,Transmission System,Master cylinder,Auto Parts,Pc,"755,442.00","135,979.00","891,421.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Propeller shaft complete,Transmission System,Propeller shaft complete,Auto Parts,Pc,"6,498,218.00","1,169,679.00","7,667,897.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Slave cylinder,Transmission System,Slave cylinder,Auto Parts,Pc,"470,134.00","84,624.00","554,759.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Stopper rubbers,Transmission System,Stopper rubbers,Auto Parts,Pc,"251,763.00","45,317.00","297,080.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Transfer case,Transmission System,Transfer case,Auto Parts,Pc,"31,680,831.00","5,702,550.00","37,383,381.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Transfer gearbox mounting,Transmission System,Transfer gearbox mounting,Auto Parts,Pc,"420,509.00","75,692.00","496,201.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Return Spring,Transmission System,Return Spring,Auto Parts,Pc,"15,415.00","2,775.00","18,190.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Flywheel assembly,Transmission System,Flywheel assembly,Auto Parts,Pc,"12,422,663.00","2,236,079.00","14,658,742.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Stud,Transmission System,Stud,Auto Parts,Pc,"27,177.00","4,892.00","32,069.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Spot nuts,Transmission System,Spot nuts,Auto Parts,Pc,"24,804.00","4,465.00","29,269.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Spare Tyre Winch,Transmission System,Spare Tyre Winch,Auto Parts,Pc,"216,955.00","39,052.00","256,007.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Rim,Transmission System,Rim,Auto Parts,Pc,"1,729,016.00","311,223.00","2,040,239.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wheel hub bearing Inner,Transmission System,Wheel hub bearing Inner,Auto Parts,Pc,"375,288.00","67,552.00","442,840.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wheel hub bearing outer,Transmission System,Wheel hub bearing outer,Auto Parts,Pc,"248,024.00","44,644.00","292,668.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Tyre Puncture Repair,Transmission System,Tyre Puncture Repair,Auto Parts,Pc,"45,161.00","8,129.00","53,290.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Compressor pump,Air Conditioning System,A/C Compressor pump,Auto Parts,Pc,"13,029,126.00","2,345,243.00","15,374,369.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Condenser,Air Conditioning System,A/C Condenser,Auto Parts,Pc,"3,340,584.00","601,305.00","3,941,889.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Expansion valve,Air Conditioning System,A/C Expansion valve,Auto Parts,Pc,"685,212.00","123,338.00","808,550.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Hose,Air Conditioning System,A/C Hose,Auto Parts,Pc,"2,225,201.00","400,536.00","2,625,737.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C belt,Air Conditioning System,A/C belt,Auto Parts,Pc,"546,749.00","98,415.00","645,164.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C evaporators,Air Conditioning System,A/C evaporators,Auto Parts,Pc,"7,539,786.00","1,357,161.00","8,896,947.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C relays,Air Conditioning System,A/C relays,Auto Parts,Pc,"202,018.00","36,363.00","238,381.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Refilling,Air Conditioning System,A/C Refilling,Auto Parts,Gramm,318,57,375
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Regulator switch,Air Conditioning System,A/C Regulator switch,Auto Parts,Pc,"299,613.00","53,930.00","353,543.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Relay,Air Conditioning System,A/C Relay,Auto Parts,Pc,"202,018.00","36,363.00","238,381.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Schrader valve,Air Conditioning System,A/C Schrader valve,Auto Parts,Pc,"357,466.00","64,344.00","421,810.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine A/C Valve,Air Conditioning System,A/C Valve,Auto Parts,Pc,"357,466.00","64,344.00","421,810.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Washer hose,Wiper System,Washer hose,Auto Parts,Pc,"381,946.00","68,750.00","450,696.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wiper blade LHS,Wiper System,Wiper blade LHS,Auto Parts,Pc,"194,541.00","35,017.00","229,558.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wiper blade RHS,Wiper System,Wiper blade RHS,Auto Parts,Pc,"175,950.00","31,671.00","207,622.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wiper motor,Wiper System,Wiper motor,Auto Parts,Pc,"2,950,614.00","531,111.00","3,481,725.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wiper arm ( LHS& RHS),Wiper System,Wiper arm ( LHS& RHS),Auto Parts,Pc,"363,202.00","65,376.00","428,578.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Wiper nozzle,Wiper System,Wiper nozzle,Auto Parts,Pc,"71,937.00","12,949.00","84,886.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Head lamp Bulbs,Electrical System,Head lamp Bulbs,Auto Parts,Pc,"317,418.00","57,135.00","374,553.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Head lamp Assy ( Right and Left),Electrical System,Head lamp Assy ( Right and Left),Auto Parts,Pc,"1,647,314.00","296,517.00","1,943,831.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Glow plugs,Electrical System,Glow plugs,Auto Parts,Pc,"486,488.00","87,568.00","574,056.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Parking bulb,Electrical System,Parking bulb,Auto Parts,Pc,"25,197.00","4,535.00","29,732.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Brake bulbs ( Double and single),Electrical System,Brake bulbs ( Double and single),Auto Parts,Pc,"31,001.00","5,580.00","36,581.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Amps fuses in Range from 10 - 50,Electrical System,Amps fuses in Range from 10 - 50,Auto Parts,Pc,"9,639.00","1,735.00","11,374.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Alternator complete,Electrical System,Alternator complete,Auto Parts,Pc,"7,080,577.00","1,274,504.00","8,355,080.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Sport light,Electrical System,Sport light,Auto Parts,Pc,"462,572.00","83,263.00","545,835.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Sport bulb,Electrical System,Sport bulb,Auto Parts,Pc,"462,572.00","83,263.00","545,835.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Door glass switch,Electrical System,Door glass switch,Auto Parts,Pc,"1,245,788.00","224,242.00","1,470,030.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Window regulators,Electrical System,Window regulators,Auto Parts,Pc,"748,784.00","134,781.00","883,565.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Window motors,Electrical System,Window motors,Auto Parts,Pc,"2,778,488.00","500,128.00","3,278,616.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Indicator bulbs,Electrical System,Indicator bulbs,Auto Parts,Pc,"34,808.00","6,265.00","41,073.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Starter motor complete,Electrical System,Starter motor complete,Auto Parts,Pc,"5,903,499.00","1,062,630.00","6,966,129.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Tail lights,Electrical System,Tail lights,Auto Parts,Pc,"806,313.00","145,136.00","951,449.00"
Nissan Patrol Y61 – ZD30 engine,Nissan Patrol Y61 – ZD30 engine Flasher Unit,Electrical System,Flasher Unit,Auto Parts,Pc,"286,741.00","51,613.00","338,354.00"
